Total Revenue,Total Cost
1089358.26,642966.03
48441.36,35928.64
563147.68,351680.52
2187915.98,1645315.96
392274.49,294990.98
2136693.6,1334345.4
373763.65,250409.83
22345.35,16573.4
572082.48,357260.22
463254.35,310365.77
206027.9,138032.18
603821.24,418677.96
600225.12,416184.48
43701.72,32413.28
1064862.72,628508.16
169159.25,113331.35
510065.01,440910.21
3692154,2223821.85
8406.33,6234.92
2631749.82,2274936.22
4000380,2409469.5
1623325.52,1013751.78
76916.45,51531.59
304182.69,262941.49
4328384.79,3254951.58
570344.04,364230.72
1849565.76,1598800.96
1016490,612242.25
79342.32,58847.68
279717.75,187402.05
2932398.63,2363894.88
695348.64,228049.92
237836.8,143251.52
3435450.27,2969670.67
4872356.57,3664019.14
5306059.08,4277374.08
646320.84,448146.36
633059.04,207621.12
658662.07,456703.53
1948420.32,1570680.32
901595.22,575772.96
1061709.52,663027.78
326761.26,192862.53
294569.6,197352.32
467857,313449.4
1317521.12,777633.36
2093750.8,1261087.37
1358380.4,818166.31
47331.09,35105.16
881630.2,501933.46
211986.56,125119.68
5862843.63,4726214.88
1751476.08,1093780.62
4345524.33,3503058.08
341307.85,228665.47
1405109.22,897324.96
349048.56,281378.56
432437.25,373807.25
1163769.24,686885.22
6037819.45,4540448.9
115321.03,79961.37
216993.15,150458.85
5193126.17,3905238.34
1659611.2,999600.68
732078.84,467517.12
1755050,1096012.5
1379803.2,831069.48
3714319.56,3210730.76
925900.6,546489.3
1372914.84,876765.12
2303136.16,1438287.24
444606.5,297872.3
233784.39,188460.64
668004.16,394272.48
287728.98,248718.58
66119.57,45846.03
1380240.4,831332.81
896314.56,293959.68
526095.84,335973.12
921339.68,302167.04
1482772.44,946921.92
55130.97,40890.28
1150710.4,693084.56
5045438.5,3794177
3577917.58,2690599.16
569377.6,324160.48
541201.26,345619.68
1466911.53,1268027.13
255091.2,170903.04
1726373.88,1492311.48
71459.7,47875.74
644226.03,556881.63
3407508.73,2562451.46
3471662.65,2610695.3
198889.6,65228.8
1069738.38,683151.84
91751.22,68051.28
211781.04,135246.72
6383811.63,5146182.88
799671.78,510683.04
232172.85,155548.47
3490167.6,2102163.39
7156.11,5307.64
1022453.1,768886.2
852769.62,544592.16
13950.3,9346.26
10125.36,8752.56
502470.99,434345.79
3163579.2,1905455.88
2365845.93,1907179.68
26945.04,19984.96
779377.28,540405.12
2248956.8,1354569.52
2213310.24,1664412.48
712548.6,455044.8
820624.4,494270.41
951773.9,541867.97
955270.8,543858.84
287728.98,248718.58
2297468.88,1852058.88
436325.6,262803.34
321501.76,105441.28
58200.54,43166.96
800954,555366
781992.64,542218.56
897819.76,560680.14
543586.23,376912.17
916395.48,585224.64
2383678.5,2060498.5
79810.9,53470.78
3050686.59,2637073.39
3146877.51,2720222.71
42516.81,31534.44
419595,267960
507319.58,299432.49
1034990.88,339440.64
408958.56,255390.84
96513.3,64660.86
1380.84,1024.16
803645.12,263567.36
99455.2,66631.84
746420.7,440555.85
1311656.01,1133821.21
701796.16,230164.48
208289.12,122937.36
4230911.37,3410665.12
1153601.28,680883.84
94235.7,63134.94
721462.98,425825.19
354646.12,209320.86
408022.55,273362.21
764911.07,530374.53
69051.33,51214.92
1166542.32,688521.96
739573.17,639301.57
182872.3,122518.66
44951.94,33340.56
622782.6,431825.4
21104.46,15653.04
342327.6,206187.39
183729.04,127394.16
1195197.48,705434.94
3543233.61,2856307.36
2302675.62,1990478.02
3258003.63,2626374.88
360514.72,118236.16
2885520,1737978
656800.1,373932.23
2143075.6,1338330.9
1965463.5,1118986.05
160666.74,102604.32
86759.67,64349.08
632345.01,438455.79
1228948.53,924171.06
335992.03,232970.37
3973710.8,2393406.37
77812.2,57712.8
2304785.07,1992301.47
88922.24,61656.96
1620093.2,922358.36
3594027.99,2897254.24
1465562.48,915230.22
3189811.2,1921255.68
424958.4,255956.76
2004562,1207368.05
74481.39,55242.36
5240938.08,4224878.08
2465248.03,1853870.06
92888,30464
3165862.56,2736633.76
5783876.85,4349483.7
146544.48,48061.44
6269849.88,5054314.88
2454517.2,1532823.3
911456.7,518914.41
1009637.92,331125.76
959793.8,566493.9
2457835.84,1534895.76
104975.04,67038.72
294618.88,96624.64
652401.6,213964.8
1909247.39,1435756.78
25545.54,18946.96
1445042.5,822697.75
197344.55,132214.61
2017240.8,1215004.62
3838882.95,3094639.2
357678.1,239633.02
1559760.8,974056.2
32194.38,20559.84
3655436.9,2748893.8
6217101.87,5011793.12
66578.88,49381.12
756949.38,483399.84
63210.75,46883
396966.7,265955.14
389079,248472
2719452.96,2192232.96
47806.92,35458.08
760579.38,527371.02
1576279.1,897413.93
346308.32,113576.96
276633.5,185335.7
5132313.6,3859507.2
1601991.6,912052.68
1851545.84,1156273.26
1773203.67,1532792.07
82113.33,60902.92
1694556.6,964752.18
733666.71,634195.91
51856.14,38461.36
872163.68,286039.04
666309.5,393272.25
818466.6,707498.6
3390199.26,2732941.76
232590.4,140091.56
280163.4,159503.82
652069,371238.7
1740222,990750.6
83891.6,56204.72
380943.53,264138.87
312198.6,269870.6
51653.36,35815.44
3060400,1843310
452435.75,303117.65
2543099.36,1588142.04
1447099.5,823868.85
316983.7,180466.51
199661.76,117845.28
938367,599256
325872.96,106874.88
107416.32,68597.76
2298360.4,1384325.81
43067.28,31942.72
179598.25,120325.15
1495436.58,955009.44
2839319.7,2454363.7
103528.32,61104.96
725670.48,463424.64
852420.8,485303.84
686981.56,516611.12
1483751.86,875746.83
509643.12,440545.52
2309518.16,1442272.74
378436.64,124113.92
556172.65,385639.35
1302423.24,768722.22
802670.33,556556.07
1922677.9,1094627.17
70040.31,51948.44
761933.34,658630.14
16598.07,12310.68
189515.3,126969.26
4591030.5,3700968
61354.08,45505.92
102304.8,61619.22
418272.9,246874.95
314308.05,271694.05
5397616.79,4059015.58
209679.33,181250.93
67345.52,46696.08
2609594.35,1962418.7
708701.2,426857.93
5133488.43,4138259.68
927176.96,579013.44
470736.32,293970.48
275604.16,90388.48
1186570.12,700342.86
705183.84,231275.52
468473.85,313862.67
929364.78,593507.04
49150.44,36454.56
1173777.44,733013.16
1393924.56,1204935.76
624417.2,432958.8
2486619.66,2149482.86
160428.45,107481.99
1902091.28,1187838.42
510958.8,290901.24
753353.4,444647.7
384961.85,257912.27
5096227.02,3832370.04
648358.24,212638.72
359243.95,240682.09
1048690.24,654897.36
6108656.07,4593718.14
2205959.27,1658884.54
6023041.29,4855355.04
545711.21,378385.59
1126024.54,664607.37
4327842.8,2606703.67
2288742,1378532.55
757149.91,569377.82
4973265.34,3739902.68
160530.52,94749.06
129872.58,76653.99
1863805.03,1401584.06
2121731.6,1277940.49
1328468.4,1070918.4
284894.5,162197.35
760260.96,249338.88
740623.32,472973.76
896751.68,294103.04
1452818.98,1092521.96
1841015,1048134.5
130914.55,87708.61
3160973.34,2548155.84
5549611.62,4473709.12
193643.45,129734.99
423787.84,138987.52
4875029.65,3666029.3
884458.46,522029.13
3231677.4,2793525.4
2296166.46,1851008.96
92013.76,30177.28
1395344.1,891088.8
237392.35,159045.37
65431.29,48529.96
38292.15,25654.53
1032607.6,644853.9
115974.87,80414.73
1487295.24,877838.22
385612.18,227597.79
2515648.8,1515200.82
181685.79,125977.41
1390532,791663.6
11597.19,8601.56
4043815.65,3495553.65
1192244.4,718100.91
1536945.27,1328565.67
356884.62,227912.16
371620,223830.5
673700.39,467130.81
1433907.76,895462.14
169928.18,100295.79
3165531.81,2551830.56
1042563.52,651071.28
5342150.38,4017304.76
727037.44,454028.16
2924541.48,2528031.08
3716249.47,2794624.94
665187.36,218158.08
736993.36,460245.54
1586472.98,1193029.96
1218961.62,778448.16
2196781.23,1898940.83
533860.36,370168.44
1337050,761215
4463375.33,3356464.66
137201.9,78112.37
2321771.6,1449924.9
219313.9,146933.38
4521351.03,3644797.28
850198.4,278835.2
3834975.69,3091489.44
866562.06,749073.26
38206.35,28337.4
203151.52,66626.56
568253.28,354868.92
194924.6,130593.32
2244069.66,1809012.16
76645.95,56847.8
703288.3,400399.09
2571419.55,2222785.55
135532,81632.3
912126.18,788459.78
729484.98,465860.64
1404471.81,1214053.01
1092581.44,358328.32
6021780.97,4528387.94
1057565.04,852535.04
286424.16,178869.24
72997.92,54142.08
1040521.28,649795.92
4048472,2438435.8
44662.71,33126.04
2322792.72,1450562.58
407236.02,260067.36
28017.99,20780.76
787550.28,546072.12
3994259.2,2405782.88
44594.4,26859.66
1245510.54,795402.72
201791.7,114884.91
829149.44,517796.16
1099242.48,886132.48
513.15,380.6
850775.2,484366.96
737421.44,241848.32
1830391.53,1376457.06
326102.7,226113.3
2948407.24,2217206.48
2087089.83,1804121.43
79939.44,59290.56
1086301.7,618457.91
3113738.4,1875436.26
258103.34,178963.86
41863.71,31050.04
1900873.7,1082213.51
1156403.82,738497.76
62455.02,46322.48
1483176.8,926230.2
789226.87,593499.74
119552.32,39208.96
579390.09,435702.18
5243914.69,3943431.38
2804638,1689261.95
1303730.4,785250.06
252727.2,157825.8
3849953.52,3103563.52
170408.85,128147.7
5569799.13,4489982.88
1001988.75,866138.75
434640.14,301371.06
3380604.57,2922260.97
255079.33,176867.07
218155.35,175861.6
896716.17,722869.92
763357.74,487492.32
94805.1,63516.42
46460.96,29014.44
446077.45,298857.79
310085.75,207747.65
54312.16,17812.48
4706945.88,3794410.88
1983726.78,1714772.38
375993.8,251903.96
1718196,1034886.9
1035560.46,661325.28
399631.64,235872.42
1959093.2,1179981.73
4955056.89,3994420.64
340895.83,236370.57
685632.97,475404.63
1015102.13,763358.26
748349.44,245432.32
715905.36,457188.48
604720.27,419301.33
206454.95,138318.29
4531119.18,3652671.68
400183.36,131246.08
3215023.77,2591727.52
393313.05,263507.31
1371986.28,1185971.88
522663.35,362404.65
973042.96,574313.88
410205.25,274824.55
160684.58,94839.99
5481150.54,4121833.08
4575644.69,3440891.38
6829.56,5065.44
2466682.4,1485707.86
904462.9,514932.67
777543.27,672123.67
2028613.4,1154938.82
486274.8,276848.04
59858.7,34079.01
1361322.6,775033.98
110172.04,76391.16
4245237.99,3422214.24
182790.84,116733.12
4331726.14,3257464.28
128405.84,80188.26
527039.26,311071.53
1623227.83,1220669.66
2847757.5,2461657.5
1113367.71,962416.91
1724177.4,981616.02
1015976.16,333204.48
298662.24,97950.72
1997912.28,1610577.28
1024574.7,654309.6
1096290.96,647057.88
6510954.61,4896247.22
337037.35,225804.37
177083.4,118640.28
504580.44,436169.24
476661.64,281337.42
24920.4,15009.81
3089991.45,2490935.2
4578317.77,3442901.54
3540445.6,2132446.34
3055327.38,2641084.98
414207.64,287203.56
445697.85,298603.47
10322.02,6092.31
1013461.6,632897.4
1311.36,430.08
1744515.15,1507993.15
1101277.92,687737.88
1417825.12,885418.68
1248319.2,779563.8
4269577.03,3210728.06
947777.12,559401.36
597119.38,414031.02
409794.22,284143.38
119979.64,83191.56
97477.76,31969.28
1984888,1195518.2
622677.44,204216.32
1976132.76,1708207.96
35892.51,26621.24
280521.76,92001.28
1506280.58,1132725.16
902164.5,678429
144713.2,87162.23
732176,240128
816727.89,566303.31
63238.74,46903.76
3778398.58,2841361.16
21001.83,15576.92
462145.12,151567.36
2649891.09,2290617.89
1055446.7,600891.41
1912427.37,1653139.77
178431.54,143839.04
422625.83,293040.57
1718357.97,1485382.37
968111.52,317506.56
2299517.07,1729240.14
957402.08,313994.24
3406662.4,2051867.36
236525.2,142461.53
1379475.78,880955.04
22046.79,16351.96
246804.12,145669.86
1006078.7,572785.01
491417.3,279775.79
198583.34,117208.77
7603.95,5639.8
590254.06,409270.74
5877434.65,4419839.3
175462.1,99894.83
189673.04,118449.06
135042.7,90474.34
390457.44,128056.32
971324.28,620303.04
1710120.72,1067954.58
1090282.62,643511.61
166320.55,115323.45
343357.76,112609.28
615623.76,363356.28
1074988.2,612016.86
6182587.74,4983970.24
1335404.4,760278.12
74126.85,54979.4
401480.36,236963.58
532425.18,460238.78
441634.4,275796.6
183109.55,122677.61
42255.57,31340.68
125789.95,84275.29
635800.86,406032.48
4711971.77,3543409.54
2758294.8,1661348.97
2290882.72,1430635.08
6092617.59,4581657.18
231622.82,160602.78
30378.48,22531.52
263062.8,176243.76
288528.78,184259.04
1664425.6,1039418.4
74856.8,24550.4
364131.3,243956.46
5080740.42,4095737.92
703494,400516.2
596130.06,380698.08
294672.8,177484.42
236481.92,77557.76
1820239.3,1036306.39
899920.8,295142.4
467809.55,313417.61
59035.9,33610.57
75740.94,56176.56
6002401.14,4513814.28
351653.4,283478.4
3157846.65,2729704.65
4370485.8,3286611.6
69277,46413.4
1225369.98,782540.64
84623.1,62764.4
6299781.29,4737444.58
80177.13,55593.27
4977198.03,4012269.28
237235.85,178401.7
1362331.32,1098216.32
729590.24,455622.36
3053523.69,2461537.44
315637.4,211467.08
4305108.4,2593010.51
370206.18,218504.79
1143909.68,714361.02
673461.8,383418.14
1646628.5,937465.55
538750.4,176691.2
1519272.93,1224731.68
452212.09,313555.11
792731.31,685252.51
469865.77,325795.83
542574.48,346496.64
3688162.38,3188119.98
2860414.2,2472598.2
8303.75,5563.25
1461426.96,1263286.16
3590723.6,2162729.29
5224006.62,4211229.12
1538944,926921.6
4923813.36,3702714.72
6187511.93,4653017.86
596508.36,480863.36
168695.7,99568.35
245118.09,211884.89
1107999.52,653968.56
518577.52,389971.04
897625.92,294389.76
78521.28,58238.72
1128335.44,665971.32
1229387.46,1062706.66
15365.24,10653.96
2703644.8,1628432.72
758170.02,484179.36
674449.76,421187.64
1019113.2,613822.23
5991132,4829632
2377930.8,1432251.87
2224204.08,1922645.68
813622.15,564149.85
25881.42,19196.08
1706545.05,1475171.05
2674789.6,1611052.94
1722326.1,980562.03
338727.6,216316.8
1255181.4,714605.22
4590.36,3404.64
739290.88,461680.32
1855948.5,1496136
1423649.7,810518.31
175897.15,117845.53
1361582.28,803639.34
93085.41,69040.84
1212241.78,911607.56
699399.54,563807.04
637475.79,551046.59
3759883.68,3250117.28
2664296.8,1604733.02
2018243.68,1260374.52
4161985.56,3129819.12
3236513.7,2609051.2
554596,181888
1452103.86,927336.48
2118824,1323186
32291.13,23950.12
2717854.09,2043830.18
532072.4,320472.61
332320.48,108989.44
4240402.8,2554037.67
1724588.8,981850.24
77634.93,57581.32
2519146.4,1517307.46
1385923.76,818006.28
31152.87,23105.88
2683970.8,1616582.87
1157851.38,933378.88
1370990.5,780538.15
2763084.03,2227405.28
93169.38,69103.12
699282.72,229340.16
655229.41,454323.39
700375.52,229698.56
565305.44,185400.32
3215674.98,2592252.48
1721091.9,979859.37
2172733.5,1878153.5
1070043.54,683346.72
1142900.01,987945.21
330572,108416
881607.24,563008.32
546644.86,411077.72
3271027.83,2636874.08
1114596.9,711799.2
920539.68,574868.52
802012.89,693275.69
3144779.6,1894132.69
532797.87,369431.73
36825.51,27313.24
3724936.98,2801157.96
1980953.2,1193148.23
2614456,1574713.4
230690.08,75658.24
3125980,1882809.5
192147.23,133231.17
109170.72,35804.16
520755.54,332562.72
1264649.82,1019472.32
487437.72,337979.88
4605048.57,3463003.14
258675.45,179360.55
429981.53,298140.87
105068.92,62014.26
1844306.2,1050008.26
62315.07,46218.68
369243.6,235804.8
795704,479260.6
23679.54,17562.96
1906427.6,1085375.48
5687016.93,4584475.68
722233.28,426279.84
449701.14,265424.67
58256.52,43208.48
777334.03,538988.37
218270,146234
443140.06,307264.74
600438.3,341844.09
27844.74,24069.54
3002252.4,1808287.11
2342517.6,1410922.14
3078719.89,2315201.78
3719711.52,2998571.52
4430181.63,3571302.88
5237030.82,4221728.32
61764.6,45810.4
742948.29,642219.09
1062201.6,348364.8
3705881.76,3203436.96
1866406.8,1124155.77
899862,561955.5
392779.59,339526.39
236853.54,164229.66
1210402.41,1046295.61
2761792.4,1663455.61
628032.16,205972.48
270275.2,181075.84
3261209.7,2819053.7
50839.17,37707.08
1446763.56,923926.08
1664660.57,1251827.14
2713592.07,2187508.32
960410.04,566857.62
353407.6,236771.92
3757296.8,2263058.02
3159956.1,2731528.1
608031.3,388298.4
46248.81,34302.44
761641.87,528107.73
142966.85,95783.27
438540.64,143825.92
1869415.44,1167432.66
4362818.8,2627770.07
922956.42,589414.56
1062123.51,856209.76
6418325.76,5174005.76
1502322.8,938186.7
156022.57,108183.03
442872.1,252137.83
860142.88,282096.64
991441.5,857021.5
55102.98,40869.52
42230.5,28293.1
2920058.8,1758781.07
512086.08,167946.24
31283.49,23202.76
648777.8,369364.94
75587.85,50641.47
2095082.96,1308359.94
781583.99,541935.21
202089.55,135393.61
73949.58,54847.92
5355551.04,4317271.04
6580454.69,4948511.38
777824.41,539328.39
152365.34,89929.77
7857.06,4637.43
4015549.02,3471119.42
653214.4,385543.2
939149.76,554309.28
427002.55,286078.21
1640730.21,1418279.41
576338.46,340169.13
699527.07,485038.53
58696.86,34644.33
1262141.76,806023.68
364120.96,119418.88
34437.03,25541.72
451202.05,302291.11
5332794.6,4010269.2
395068.7,264683.54
2870117.67,2480986.07
185448.16,60820.48
77672.25,57609
829999.5,472538.85
2144478.43,1612650.86
986323.2,594072.48
504873.6,165580.8
889388.38,524938.89
390086.45,261345.59
1001235.94,590954.07
918032.64,793565.44
419932.5,281341.5
4656802.71,3753988.96
4108786.71,3551715.91
515552.84,357474.36
3751613.2,2259634.73
2241079.68,1937233.28
1112003.04,710142.72
358497.62,211594.11
120667.2,72679.08
74798.61,55477.64
1881207.51,1626152.71
263110.25,176275.55
4044100,2435802.5
147296.56,91985.34
311461.8,208669.56
104287.48,72310.92
530084.94,427317.44
1267329.48,809336.64
1833815.5,1044035.65
2038572.48,1762182.08
122853.2,73995.73
2848795.2,1715858.28
4444508.25,3582852
72313.8,48447.96
1250060.07,1080576.47
132745.6,82898.4
266052.15,178246.53
1371401.9,780772.37
636716.34,406617.12
615137.12,201743.36
146275.44,91347.66
2435641.2,1467011.43
86050.59,63823.16
4660709.97,3757138.72
1073552.88,685587.84
2312446.71,1864132.96
162563.7,108912.54
175506.24,151711.04
25091.11,17397.69
1510491.76,943288.14
19537.02,14490.48
183291.04,114463.56
3712548.21,2992796.96
3490167.6,2102163.39
83192.4,49102.2
1476424.4,889265.41
931939.84,305643.52
2213106.4,1332976.46
628102.62,370721.61
34548.99,25624.76
335256.46,232460.34
1077698,649108.45
655147.68,454266.72
2957870.79,2556841.59
72167.55,53526.2
2322504.45,2007618.45
71570.43,53083.32
1771488.4,1008551.32
1209771.92,755491.38
88588.35,65705.4
682772.42,473421.18
35631.27,26427.48
109259.84,68231.76
6514295.96,4898759.92
820270.08,523837.44
74126.85,54979.4
73586.73,59320.48
74686.3,50037.46
833496.4,474529.72
58788.33,43602.92
744396.84,516150.36
188199.69,151713.44
6477541.11,4871120.22
1772359.89,1532062.69
1819699.21,1368416.42
525951.6,316785.99
831839.36,272814.08
3041600.4,1831986.81
957134.34,611241.12
786978.17,545675.43
255079.33,176867.07
4168695.09,3603501.89
781084.2,461015.1
587409.33,441732.66
236173.98,139395.69
5537953.49,4164548.98
1867285.14,1614117.94
40738.86,26016.48
1257283.66,742079.73
1910770.8,1193258.7
1487141.18,877747.29
1357506,817639.65
5557333.32,4179122.64
1864473.3,1402086.6
56577.12,41962.88
223252.25,149571.95
4885721.97,3674069.94
1451493.54,926946.72
5842656.12,4709941.12
58542.8,34553.4
194069.4,167757.4
452857.44,289201.92
175043.05,117273.31
3636057.07,2734320.14
473580.44,279518.82
925055.2,303385.6
2416841.6,1455688.24
1328221.84,829462.26
196178.85,169580.85
62586.55,41931.01
91434,67816
543886.56,178375.68
1634697.9,930673.17
2886149.49,2494844.29
1184550.99,954902.24
3558.75,2384.25
541806.72,436766.72
229884.88,172873.76
1760921.44,1099679.16
275731.95,184731.69
2961772.64,2227257.28
780259.2,255897.6
88837.44,55478.16
1143739.68,730410.24
834936.3,475349.49
388010.94,247789.92
1141450.98,728948.64
113344.32,70782.48
767172.24,489928.32
17381.79,12891.96
295208.76,204692.04
4204555.74,3634500.54
24715.17,18331.08
181438,109281.95
331169.96,229626.84
918871.25,690992.5
344324.1,203228.55
535555.8,342014.4
1049966.64,655694.46
6672675.95,5017861.9
3838777.11,3318314.31
2726253.18,2356626.78
2325090.24,1451997.36
739106.62,555809.24
405887.3,271931.66
42740.73,31700.52
663723,423864
13274.56,8289.84
901900.38,575967.84
2072150.22,1670422.72
562901.28,184611.84
325758.3,208034.4
998925.04,589590.12
70684.08,52425.92
1742030.72,1087882.08
411032.08,242601.24
610219.52,200130.56
469336.08,299725.44
3127503.6,2351887.2
1062567.12,678572.16
1313361.5,775178.25
2107340.55,1821626.55
1763227.6,1062009.89
140489.37,121441.77
5775.27,4283.48
1331694.64,785998.92
82690.44,71479.24
5268940.11,4247451.36
4796842.06,3607232.12
1020347.36,334638.08
1744130.3,992975.69
1141017.9,649609.17
536318.7,342501.6
364055.88,232491.84
1071410.16,669085.74
5220750.57,4208604.32
1016569.4,578757.62
473455.74,302356.32
1123071.18,970804.78
123589.8,78926.4
2857039.08,2469680.68
1736414.56,1084374.84
1401599.88,895083.84
3898685.49,3370100.29
665077.02,392544.81
3709678.77,3206719.17
84725.73,62840.52
5761823.94,4332899.88
315819.2,103577.6
358876.43,248837.97
1168762.8,746390.4
1799360.85,1555402.85
1605282.8,913926.44
5800327.47,4675818.72
11198.2,7502.44
13827.06,10255.44
1843659.3,1593695.3
1179175.24,695978.22
231782.88,76016.64
1149245.9,654293.57
73725.66,54681.84
3871443.45,3120887.2
5617988.67,4528829.92
17652.36,13092.64
1565633.79,1353364.59
2320750.48,1449287.22
780776.08,460833.24
1457138.24,909969.36
3000059.79,2593310.59
22447.98,16649.52
2849866.95,2463480.95
991441.5,857021.5
2223230.94,1792213.44
185180.12,109297.86
83979.33,62286.92
1466229.6,834760.08
648282.36,449506.44
64730.16,44882.64
777964.32,255144.96
585412.96,191994.88
1229674.6,700083.58
2836116.4,1708221.71
989219.26,583861.53
111365.15,74611.13
1252140.8,754177.12
33597.33,24918.92
456654,259984.2
372863.36,122286.08
1706391.6,1027776.99
1531642.2,872001.06
91685.91,68002.84
1630604.85,1409526.85
1926740.4,1160495.31
158198.3,105987.86
1991883.2,1199731.48
84128.61,62397.64
6309573.69,5086337.44
1679231.84,1048664.76
81614,54678.8
644124.86,380178.33
2213106.4,1332976.46
1622164.11,1307675.36
724526.4,237619.2
1192157.6,744491.4
3900691.99,2933325.98
2693345.76,2328180.96
218175.1,146170.42
893085.82,527121.21
1507369.6,858182.08
1506569.19,1302307.99
76744.47,53213.13
1919939.71,1443797.42
3238436.42,2435308.84
3950577.96,3414957.16
198294.8,112894.04
11298.63,8380.12
302809.65,209962.35
1384816.08,884365.44
4212571.65,3641429.65
2677412.8,1612632.92
1895936.9,1079402.87
5358188.86,4029365.72
681895.5,388219.65
1954021.48,1469426.96
1031277.64,608685.42
14032.32,10407.68
2739932.4,1650289.11
1424266.8,810869.64
967654.96,727677.92
529570.88,173680.64
633664.74,404668.32
1449614.04,1253074.84
82048.02,60854.48
2185460.76,1761765.76
352027.1,207775.05
72512.76,53782.24
37711.86,27970.64
990597.72,856292.12
283608.65,190008.83
2213234.94,1913163.74
118862.25,79633.95
3118110.4,1878069.56
59011.2,19353.6
761915.7,614203.2
4006267.44,3463096.24
2020180.21,1519178.42
264735.9,150720.57
7986.48,5923.52
3050.91,2262.84
49747.56,36897.44
1543753.2,929818.23
89717.28,66542.72
2910.96,2159.04
2392484.16,1494084.24
24108.72,17881.28
1847098.28,1389020.56
726433.38,463911.84
70251.36,41464.08
2447247.18,1972799.68
3750331.24,2820254.48
3929990.8,2367073.37
600063.7,354172.35
604247.76,377347.14
1464380.19,1265838.99
3504640.23,3029479.83
2187311.6,1317439.99
1627258.4,980114.26
15450.48,11459.52
1651153.9,940041.97
84828.36,62916.64
1371059.2,825802.88
843786.62,498023.61
712339.1,405551.93
985698.25,741246.5
2589098.4,1559440.26
11767.6,7883.92
6633916.29,4988714.58
609950.99,422928.21
3118610.88,2695788.48
263707.4,150135.02
1193993.2,719154.23
1543367.7,1244155.2
26674.47,19784.28
36293.7,26918.8
785504.64,257617.92
658860.4,396838.31
5101573.18,3836390.36
1428519.54,1234840.34
703695.3,487928.7
82630.8,49769.37
1794873.68,1120882.02
1045161.7,595035.91
589952.08,368419.62
2489974.02,1872464.04
2684064.18,2320157.78
40007.04,29672.96
1574357.2,948251.33
812059.68,266327.04
144816.4,85474.2
2763104,1664245.6
72718.02,53934.48
1009774.44,644857.92
664094.56,217799.68
1334787.3,759926.79
85643.67,74032.07
313075.1,209750.42
336230.7,225263.94
47217.6,28439.64
2683970.8,1616582.87
1747847.64,1408992.64
1908484.6,1086546.58
271997.92,89205.76
596508.36,480863.36
28963.28,17094.84
3361197.63,2905485.23
2283479.6,1426011.9
4153928.94,3590737.74
1934172.8,1164971.92
5513143.86,4444311.36
984891.6,560722.68
5507213.07,4141432.14
107263.74,68500.32
288733.25,193442.15
49738.23,36890.52
290859.8,165593.54
661892.04,422694.72
57276.87,42481.88
643222.08,210954.24
962058.9,547723.47
280245.2,168794.53
430563.2,141209.6
192988.48,63293.44
2234026.61,1679991.22
2153210,1296900.25
392222.27,271959.33
676969.59,469397.61
25414.92,18850.08
638965.84,399028.26
191223.5,128113.7
6988.17,5183.08
385910.85,258548.07
412150.7,276127.94
1428792.2,813446.06
1957781.6,1179191.74
1246276.96,778288.44
3842113.6,2314144.04
1821884.9,1037243.27
2017477.98,1743947.58
5536616.95,4163543.9
385388.9,258198.38
3306844.38,2665746.88
2941417.08,2542618.68
751216.4,427685.72
307811.88,181678.14
189449.7,107858.31
59366.79,44031.96
2657063.22,2296817.62
626283.68,205399.04
1105103.37,890857.12
1700110.5,967914.15
14302.89,10608.36
713451.86,421096.83
1147540.8,991956.8
74574.69,55311.56
3042453.12,2452613.12
618242.78,364902.09
1016631.84,333419.52
130761.06,83506.08
9572.58,7099.92
1402057.62,895376.16
63033.48,46751.52
949598.4,571952.76
1508194.24,941853.36
51035.1,37852.4
3676.02,2726.48
4719970.08,3804910.08
706445.4,451147.2
892817.6,292812.8
1411443.12,881433.18
213459.42,136318.56
639476.4,399347.1
1693146,1364896
4993313.44,3754978.88
6641267.26,4994242.52
529461.6,173644.8
333049.75,230930.25
125619.01,87101.79
1681803.2,957491.36
64964.79,48183.96
3335040.45,2882874.45
331883.36,108846.08
13304.58,9867.92
455916.16,149524.48
1448626.18,855014.79
595157.86,412670.94
2109871.89,1823814.69
1161107.43,936003.68
36228.39,26870.36
89446.71,66342.04
199906.85,133931.27
417558.57,289527.03
543994.88,377195.52
249776.8,167342.56
667537.5,426300
1458023.84,860561.52
1976422.35,1593253.6
1468429.92,937762.56
337090.11,291387.31
40589.52,25347.78
1713892.4,975760.52
74462.73,55228.52
2245953.44,1402577.16
1674684.62,1259365.24
859050.08,281738.24
869976.82,513481.71
2461906.68,1851357.36
198780.32,65192.96
4632447.64,3483607.28
1222466.1,721529.55
514567.9,386955.8
31815.3,23597.2
219540.8,137101.2
102239.97,82418.72
2346889.6,1413555.44
1093116.99,944911.79
1019449.2,580397.16
361806.25,242398.75
1177073.1,1017485.1
510884,167552
1157439.52,722810.28
1443097.84,901201.26
1274043,813624
2174632.8,1309803.42
1251893.12,781795.68
1457444.16,930746.88
1133881.6,669244.8
2246719.28,1403055.42
212756.86,125574.33
3097431.45,2329272.9
790635.92,466652.76
956627.49,771166.24
86545.08,64189.92
679175.2,222745.6
331106.1,221830.62
5539290.03,4165554.06
185149.9,124044.58
89605.32,66459.68
5347736.52,4310971.52
1167650.72,729187.08
240899.19,208237.99
74237.94,59845.44
1058135.6,660795.9
460793.74,319505.46
708213.82,418005.21
1992051.39,1605852.64
4317.95,2892.89
4538889.84,3413251.68
862736.57,648779.14
306487.5,212512.5
209675.66,123755.73
